股票代码,名称,流通市值,市值分位
688303,大全能源,354.39,2
688511,天微电子,40.61,1
688671,碧兴物联,12.42,1
300332,天壕能源,35.99,1
688458,美芯晟,35.76,1
301108,洁雅股份,19.8,1
2492,恒基达鑫,21.13,1
2926,华西证券,217.61,2
600826,兰生股份,66.2,1
601515,衢州东峰,59.85,1
2775,文科股份,18.82,1
603486,科沃斯,296.31,2
300183,东软载波,37.59,1
601339,百隆东方,108.87,2
301373,凌玮科技,48.69,1
300203,聚光科技,56.63,1
605188,国光连锁,59.66,1
600163,中闽能源,91.53,2
300439,美康生物,24.73,1
601595,上海电影,77.0,1
603819,神力股份,29.57,1
301149,隆华新材,27.24,1
2190,成飞集成,81.68,1
600,建投能源,87.53,1
2952,亚世光电,26.36,1
300690,双一科技,24.17,1
688479,友车科技,31.82,1
600810,神马股份,62.9,1
603681,XD永冠新,45.84,1
926,福星股份,31.31,1
300301,ST长方,28.67,1
601096,宏盛华源,68.02,1
300231,银信科技,34.79,1
300426,华智数媒,22.36,1
300056,中创环保,29.66,1
601799,星宇股份,266.65,2
600156,华升股份,33.74,1
600127,金健米业,34.98,1
601236,红塔证券,323.83,2
850,华茂股份,35.47,1
600340,*ST华幸,45.16,1
600198,大唐电信,109.36,2
300409,道氏技术,128.08,2
600197,伊力特,46.32,1
965,天保基建,33.85,1
2485,ST雪发,31.55,1
2319,乐通股份,23.46,1
2055,ST得润,39.74,1
688700,东威科技,216.1,2
605055,迎丰股份,44.0,1
2696,百洋股份,17.98,1
601021,春秋航空,450.33,2
688244,永信至诚,22.51,1
600828,茂业商业,62.85,1
2488,金固股份,82.16,1
301062,上海艾录,15.72,1
601179,中国西电,687.89,3
600901,江苏金租,345.11,2
300722,新余国科,64.51,1
300584,海辰药业,28.25,1
600794,保税科技,36.12,1
2641,公元股份,46.38,1
2950,奥美医疗,37.85,1
953,中哲精化,19.37,1
36,华联控股,57.52,1
2761,浙江建投,75.08,1
2642,荣联科技,45.25,1
2734,利民股份,67.98,1
2448,中原内配,65.71,1
300877,金春股份,36.01,1
300534,陇神戎发,22.65,1
514,渝 开 发,31.89,1
300992,泰福泵业,19.94,1
601566,九牧王,47.52,1
601969,海南矿业,156.61,2
600168,武汉控股,41.52,1
300399,天利科技,36.06,1
300983,尤安设计,55.78,1
600984,建设机械,48.14,1
2201,九鼎新材,53.7,1
603178,圣龙股份,39.67,1
688612,威迈斯,82.74,1
300633,开立医疗,49.27,1
2481,双塔食品,44.73,1
300278,华昌达,53.7,1
301038,深水规院,42.47,1
603605,珀莱雅,228.56,2
301139,*ST元道,2.48,1
300926,博俊科技,50.93,1
14,沙河股份,22.27,1
2425,凯撒文化,25.31,1
25,特  力Ａ,52.4,1
301386,未来电器,9.05,1
2386,天原股份,73.53,1
2866,传艺科技,26.33,1
300478,杭州高新,44.34,1
2160,常铝股份,37.31,1
300271,华宇软件,39.96,1
1379,腾达科技,10.54,1
300300,海峡创新,48.48,1
2578,闽发铝业,26.09,1
2045,国光电器,43.08,1
600740,山西焦化,85.57,1
300546,雄帝科技,20.0,1
300618,寒锐钴业,90.22,2
603955,大千生态,25.85,1
300125,*ST聆达,30.42,1
688799,华纳药厂,70.96,1
2246,北化股份,98.0,2
600159,大龙地产,19.34,1
603790,雅运股份,42.0,1
603391,力聚热能,12.98,1
600725,云维股份,39.32,1
1391,国货航,63.05,1
2967,广电计量,101.07,2
300648,星云股份,53.72,1
915,华特达因,57.42,1
603585,苏利股份,25.35,1
688137,近岸蛋白,27.27,1
2461,珠江啤酒,172.42,2
600985,淮北矿业,376.25,2
603889,新澳股份,49.27,1
600540,新赛股份,19.65,1
600241,时代万恒,19.42,1
600035,楚天高速,56.03,1
603190,亚通精工,9.89,1
688626,翔宇医疗,75.97,1
300152,*ST动力,11.26,1
688310,迈得医疗,25.73,1
301376,致欧科技,36.42,1
300175,朗源股份,25.52,1
301017,漱玉平民,33.14,1
603589,口子窖,111.49,2
600548,深高速,148.13,2
600107,*ST尔雅,22.68,1
300578,会畅科技,32.25,1
300636,同和药业,24.5,1
912,泸天化,52.84,1
300272,开能健康,25.22,1
600419,天润乳业,24.39,1
301246,宏源药业,37.89,1
603530,神马电力,206.34,2
603880,南卫股份,20.52,1
552,甘肃能化,89.05,1
2382,蓝帆医疗,52.28,1
600230,沧州大化,54.31,1
301098,金埔园林,16.65,1
605058,澳弘电子,40.96,1
2727,一心堂,39.76,1
688599,天合光能,304.07,2
603661,恒林股份,52.98,1
300061,旗天科技,40.07,1
2995,天地在线,18.86,1
2026,山东威达,46.56,1
600557,康缘药业,70.2,1
601966,玲珑轮胎,155.13,2
603331,百达精工,22.02,1
301680,固德电材,17.49,1
601949,中国出版,91.77,2
1206,依依股份,21.45,1
600358,国旅联合,26.56,1
688276,百克生物,60.81,1
16,*ST康佳A,39.76,1
600207,安彩高科,50.22,1
600391,航发科技,101.98,2
603730,岱美股份,233.98,2
513,丽珠集团,171.81,2
301046,能辉科技,34.54,1
826,*ST启环,26.79,1
2424,ST百灵,51.95,1
2380,科远智慧,45.32,1
688790,昂瑞微-UW,16.18,1
688128,中国电研,92.31,2
300091,*ST金灵,43.67,1
600478,科力远,78.61,1
600285,羚锐制药,123.04,2
300111,向日葵,37.33,1
300579,数字认证,54.44,1
300520,科大国创,75.21,1
300473,德尔股份,38.25,1
300289,利德曼,30.09,1
300082,奥克股份,52.77,1
600055,万东医疗,76.42,1
300931,通用电梯,31.75,1
2580,圣阳股份,83.14,1
300181,佐力药业,81.15,1
300485,赛升药业,26.64,1
301300,远翔新材,11.72,1
2721,金一文化,60.37,1
601939,建设银行,962.24,3
688265,南模生物,28.3,1
2374,中锐股份,32.66,1
300619,金银河,53.91,1
2096,易普力,109.16,2
688648,中邮科技,22.78,1
300871,回盛生物,45.62,1
300730,科创信息,26.44,1
601921,浙版传媒,154.22,2
600777,新潮能源,263.56,2
603633,徕木股份,28.0,1
159,国际实业,26.63,1
2819,东方中科,49.31,1
688225,亚信安全,52.56,1
603171,税友股份,164.47,2
300674,宇信科技,103.55,2
600770,综艺股份,86.06,1
300074,华平股份,19.13,1
688789,宏华数科,88.13,1
1339,智微智能,157.09,2
2307,北新路桥,48.71,1
603167,XD渤海轮,39.27,1
688651,XR盛邦安,10.55,1
601777,千里科技,352.19,2
600851,海欣股份,64.81,1
688091,上海谊众,88.68,1
600719,大连热电,31.52,1
600809,山西汾酒,1345.62,4
2377,国创高新,23.99,1
688071,华依科技,28.57,1
2237,恒邦股份,153.1,2
2717,*ST岭南,17.53,1
2247,聚力文化,13.96,1
600056,中国医药,135.93,2
688646,ST逸飞,39.23,1
301518,长华化学,13.1,1
688425,铁建重工,219.74,2
601098,XD中南传,176.37,2
605398,新炬网络,33.98,1
301049,超越科技,7.78,1
600121,郑州煤电,43.13,1
603218,日月股份,98.78,2
300659,中孚信息,18.26,1
301208,中亦科技,18.83,1
1266,宏英智能,23.49,1
2187,广百股份,33.64,1
2996,顺博合金,27.69,1
301133,金钟股份,39.33,1
983,山西焦煤,347.44,2
605368,蓝天燃气,46.02,1
929,兰州黄河,16.27,1
2453,华软科技,24.89,1
600960,渤海汽车,37.07,1
300889,爱克股份,32.79,1
300238,冠昊生物,30.76,1
2620,*ST瑞和,16.63,1
2153,石基信息,123.82,2
300269,联建光电,27.33,1
2922,伊戈尔,108.27,2
697,炼石航空,58.84,1
301207,华兰疫苗,101.57,2
301500,飞南资源,37.87,1
688085,三友医疗,43.44,1
600187,*ST国中,23.88,1
300569,天能重工,47.62,1
301301,川宁生物,52.2,1
600605,汇通能源,54.64,1
603458,勘设股份,26.6,1
600283,XD钱江水,47.39,1
2165,红 宝 丽,41.84,1
301120,新特电气,33.91,1
2688,金河生物,36.7,1
3029,吉大正元,28.69,1
688570,天玛智控,27.93,1
2945,华林证券,355.32,2
688278,特宝生物,227.36,2
603789,ST星农,17.63,1
300241,瑞丰光电,35.82,1
688030,山石网科,27.41,1
797,中国武夷,36.12,1
2906,华阳集团,129.11,2
603119,浙江荣泰,161.65,2
603960,克来机电,42.34,1
603226,菲林格尔,180.77,2
301040,中环海陆,23.29,1
603334,丰倍生物,10.22,1
300552,万集科技,29.48,1
603721,中广天择,21.4,1
300635,中达安,12.8,1
2107,沃华医药,35.83,1
688080,映翰通,28.03,1
1256,炜冈科技,29.63,1
2796,世嘉科技,76.31,1
603158,腾龙股份,55.56,1
717,中南股份,51.14,1
65,北方国际,86.97,1
688290,景业智能,64.38,1
688428,诺诚健华,80.64,1
300284,苏交科,61.24,1
600338,西藏珠峰,121.13,2
301180,万祥科技,19.4,1
300951,博硕科技,68.05,1
300261,雅本化学,42.33,1
2117,东港股份,41.83,1
600439,瑞贝卡,24.56,1
603985,恒润股份,94.26,2
2662,峰璟股份,50.25,1
603887,城地香江,54.66,1
2632,道明光学,51.12,1
603602,纵横通信,25.19,1
2197,证通电子,30.49,1
300010,ST豆神,35.43,1
300529,健帆生物,82.24,1
2058,威尔泰,25.87,1
603115,海星股份,229.38,2
300365,恒华科技,23.08,1
429,粤高速Ａ,175.95,2
410,沈阳机床,90.67,2
2114,罗平锌电,20.96,1
2955,鸿合科技,62.45,1
605166,聚合顺,26.72,1
2009,天奇股份,65.92,1
688190,云路股份,90.47,2
301152,天力锂能,15.4,1
301182,凯旺科技,77.42,1
603612,索通发展,79.75,1
505,京粮控股,33.77,1
688212,澳华内镜,37.61,1
600775,南京熊猫,63.02,1
605299,舒华体育,51.37,1
668,荣丰控股,32.63,1
603786,科博达,167.2,2
2563,森马服饰,122.27,2
600071,凤凰光学,45.0,1
301629,矽电股份,69.11,1
301418,协昌科技,12.55,1
300194,福安药业,34.96,1
503,国新健康,62.67,1
2574,明牌珠宝,22.65,1
705,浙江震元,17.54,1
300147,*ST香雪,60.28,1
688281,华秦科技,189.65,2
2988,豪美新材,53.06,1
688156,路德科技,26.19,1
603878,武进不锈,27.78,1
300984,金沃股份,54.44,1
688136,科兴制药,43.29,1
300158,振东制药,48.58,1
603325,博隆技术,17.68,1
688777,中控技术,833.49,3
300052,中青宝,29.59,1
600579,中化装备,38.45,1
300413,芒果超媒,156.83,2
300132,青松股份,28.96,1
600929,雪天盐业,76.1,1
2075,沙钢股份,74.59,1
301067,显盈科技,19.4,1
2564,天沃科技,37.19,1
300224,正海磁材,113.87,2
1212,中旗新材,67.92,1
603216,梦天家居,45.34,1
600640,国脉文化,82.8,1
2843,泰嘉股份,58.3,1
2767,先锋电子,23.7,1
2672,东江环保,30.86,1
2847,盐津铺子,109.75,2
300694,蠡湖股份,24.52,1
605277,新亚电子,61.5,1
300612,宣亚国际,20.48,1
600668,尖峰集团,29.6,1
300195,长荣股份,16.73,1
2064,华峰化学,500.65,3
688588,凌志软件,36.36,1
2130,沃尔核材,202.09,2
1390,古麒绒材,21.8,1
300555,ST路通,25.74,1
603050,科林电气,77.52,1
809,和展能源,25.24,1
688819,天能股份,211.33,2
2276,万马股份,98.19,2
1369,双欣材料,25.0,1
688520,神州细胞,166.42,2
688159,有方科技,35.4,1
601099,太平洋,231.75,2
688302,海创药业-U,38.22,1
688121,*ST卓然,6.34,1
600889,*ST京化,57.77,1
600312,平高电气,223.76,2
1373,翔腾新材,11.51,1
2161,远 望 谷,39.05,1
600860,京城股份,36.41,1
600831,广电网络,22.25,1
600182,S佳通,22.92,1
600446,金证股份,95.73,2
301322,绿通科技,43.46,1
952,广济药业,19.4,1
931,中 关 村,31.92,1
688369,致远互联,22.18,1
600630,龙头股份,29.1,1
300929,华骐环保,15.81,1
600236,桂冠电力,748.04,3
600916,中国黄金,119.62,2
603345,安井食品,239.06,2
300565,科信技术,22.02,1
601609,金田股份,184.96,2
2175,*ST东智,35.49,1
555,神州信息,98.83,2
300602,飞荣达,183.82,2
603916,苏博特,48.59,1
2042,华孚时尚,62.76,1
600784,鲁银投资,50.34,1
603616,韩建河山,21.9,1
301608,博实结,28.38,1
603393,新天然气,94.32,2
688566,吉贝尔,52.59,1
788,北大医药,31.17,1
2270,华明装备,163.02,2
683,博源化工,183.82,2
300940,南极光,22.03,1
605016,百龙创园,96.69,2
603983,丸美生物,118.5,2
603233,大参林,201.01,2
600167,联美控股,126.95,2
2671,龙泉股份,21.39,1
600789,鲁抗医药,70.01,1
605298,必得科技,91.8,2
603036,如通股份,26.45,1
2438,江苏神通,62.97,1
688399,XR硕世生,40.08,1
600993,马应龙,100.05,2
603271,永杰新材,41.65,1
1378,德冠新材,17.28,1
2296,辉煌科技,31.19,1
301057,汇隆新材,17.31,1
301662,宏工科技,34.55,1
600284,浦东建设,47.74,1
601990,南京证券,280.56,2
55,方大集团,22.03,1
300681,英搏尔,61.18,1
300315,掌趣科技,103.69,2
2420,毅昌科技,21.65,1
603717,天域生物,18.77,1
603703,盛洋科技,42.12,1
1227,兰州银行,85.62,1
301237,和顺科技,39.31,1
603353,和顺石油,57.86,1
603939,益丰药房,243.81,2
688443,智翔金泰-U,35.4,1
688069,德林海,55.13,1
688717,艾罗能源,66.06,1
737,北方铜业,237.5,2
600682,南京新百,63.56,1
603063,禾望电气,196.22,2
300705,九典制药,38.51,1
605566,福莱蒽特,38.38,1
605580,恒盛能源,57.43,1
300317,珈伟新能,30.75,1
603803,瑞斯康达,48.65,1
936,华西股份,45.36,1
603779,威龙股份,26.17,1
300848,美瑞新材,32.53,1
2355,兴民智通,26.27,1
1326,联域股份,12.92,1
301055,张小泉,56.62,1
301259,艾布鲁,37.0,1
2330,得利斯,23.25,1
897,津滨发展,27.33,1
1221,悍高集团,13.41,1
2052,同洲电子,55.7,1
300911,亿田智能,38.06,1
600369,西南证券,271.78,2
300663,科蓝软件,30.52,1
2951,金时科技,58.2,1
600529,山东药玻,120.51,2
601003,柳钢股份,87.39,1
2832,比音勒芬,80.57,1
601020,XD华钰矿,170.55,2
300816,艾可蓝,35.11,1
2729,好利科技,24.9,1
688057,XD金达莱,49.62,1
300598,诚迈科技,61.32,1
300793,佳禾智能,40.26,1
688472,阿特斯,368.32,2
301008,宏昌科技,37.81,1
2072,凯瑞德,27.23,1
300893,松原安全,40.09,1
603316,诚邦股份,49.15,1
300204,舒泰神,109.83,2
301591,肯特股份,16.03,1
2919,名臣健康,50.33,1
2674,兴业科技,90.11,2
710,贝瑞基因,25.8,1
605377,华旺科技,56.39,1
603366,日出东方,53.66,1
603269,海鸥股份,72.87,1
300013,新宁物流,21.58,1
601,韶能股份,67.49,1
2628,成都路桥,38.97,1
688633,星球石墨,44.39,1
688171,DR纬德信,32.69,1
600406,国电南瑞,1765.0,4
603777,来伊份,52.17,1
300864,南大环境,31.63,1
300035,中科电气,77.18,1
603507,振江股份,56.24,1
516,国际医学,90.4,2
300843,胜蓝股份,229.14,2
600721,百花医药,26.15,1
300250,初灵信息,22.81,1
301389,隆扬电子,190.17,2
688139,海尔生物,86.4,1
793,*ST华闻,66.62,1
2856,*ST美芝,22.25,1
300499,高澜股份,104.76,2
423,东阿阿胶,298.85,2
2020,京新药业,103.67,2
603049,中策橡胶,240.37,2
917,电广传媒,96.39,2
2690,美亚光电,62.29,1
688505,复旦张江,55.14,1
2283,天润工业,93.26,2
300968,格林精密,36.54,1
300505,川金诺,45.45,1
1313,粤海饲料,56.63,1
300733,西菱动力,34.48,1
600859,王府井,107.1,2
688381,帝奥微,102.39,2
603293,埃泰克,13.67,1
2928,华夏航空,82.57,1
300536,农尚环境,26.31,1
688379,XD华光新,59.23,1
688502,茂莱光学,323.1,2
688631,莱斯信息,72.65,1
688185,康希诺,58.65,1
688657,浩辰软件,21.44,1
600594,益佰制药,26.04,1
601606,长城军工,202.93,2
600678,ST金顶,22.2,1
603315,福鞍股份,42.61,1
601136,首创证券,386.77,2
300302,同有科技,148.67,2
300752,隆利科技,26.58,1
600426,DR华鲁恒,512.25,3
300292,吴通控股,49.99,1
688503,聚和材料,242.15,2
300945,曼卡龙,25.66,1
603088,宁波精达,40.9,1
600714,金瑞矿业,45.19,1
600459,贵研铂业,163.49,2
736,中交发展,29.21,1
300050,世纪鼎利,29.29,1
601456,国联民生,388.24,2
688385,复旦微电,399.15,2
3041,真爱美家,59.74,1
601919,中远海控,1755.4,4
300989,蕾奥规划,20.52,1
2798,帝欧水华,26.72,1
2277,友阿股份,81.56,1
600976,健民集团,42.33,1
603666,亿嘉和,58.88,1
300368,汇金股份,40.99,1
600658,电子城,45.08,1
300192,科德教育,51.65,1
300159,新研股份,58.59,1
603992,松霖科技,114.39,2
2768,国恩股份,147.01,2
2331,皖通科技,28.32,1
688686,奥普特,185.05,2
600645,中源协和,85.93,1
2905,金逸影视,26.1,1
300650,太龙股份,21.74,1
300051,琏升科技,30.46,1
301509,金凯生科,17.39,1
600323,瀚蓝环境,227.48,2
2145,钛能化学,164.44,2
301658,首航新能,24.2,1
600435,北方导航,172.26,2
539,粤电力Ａ,154.35,2
2521,齐峰新材,28.08,1
603090,宏盛股份,48.5,1
2788,鹭燕医药,39.25,1
603318,水发燃气,35.67,1
301682,宏明电子,38.28,1
688163,赛伦生物,41.99,1
300062,中能电气,25.26,1
300383,光环新网,234.52,2
300221,银禧科技,66.43,1
2349,精华制药,53.49,1
301091,深城交,84.47,1
300351,永贵电器,39.01,1
300547,川环科技,63.8,1
300406,九强生物,47.65,1
301391,卡莱特,49.23,1
688280,精进电动-W,26.76,1
300973,立高食品,29.11,1
300233,金城医药,49.0,1
597,东北制药,63.56,1
301630,同宇新材,45.27,1
300494,盛天网络,34.34,1
2284,亚太股份,69.34,1
301333,诺思格,50.58,1
688776,国光电气,62.0,1
301025,读客文化,22.75,1
688068,热景生物,115.29,2
300086,康芝药业,27.54,1
300591,万里马,22.57,1
402,金 融 街,74.12,1
300753,爱朋医疗,17.12,1
300291,百纳千成,46.87,1
603402,陕西旅游,15.11,1
688226,威腾电气,69.71,1
688148,芳源股份,38.31,1
600130,波导股份,31.05,1
300516,久之洋,84.19,1
300354,东华测试,28.38,1
301000,肇民科技,64.34,1
300999,金龙鱼,132.46,2
301531,春光集团,26.82,1
2148,北纬科技,28.54,1
691,亚太实业,36.79,1
200725,京东方Ｂ,35.48,1
600076,康欣新材,43.29,1
300206,理邦仪器,40.74,1
300595,欧普康视,71.6,1
2613,北玻股份,25.76,1
2848,高斯贝尔,22.83,1
1230,劲旅环境,19.36,1
300854,中兰环保,19.74,1
301313,凡拓数创,32.05,1
600893,航发动力,953.32,3
430,张家界,25.49,1
2166,莱茵生物,46.83,1
600602,云赛智联,184.46,2
10,*ST美丽,15.37,1
603558,健盛集团,39.88,1
3033,征和工业,56.69,1
601555,东吴证券,397.5,2
600657,信达地产,68.16,1
300936,中英科技,46.52,1
688733,壹石通,82.91,1
678,襄阳轴承,38.93,1
688373,盟科药业-U,34.06,1
301628,强达电路,24.49,1
2367,康力电梯,48.23,1
300127,银河磁体,59.11,1
1237,惠康科技,20.62,1
1207,联科科技,45.33,1
300012,华测检测,193.65,2
2707,众信旅游,41.95,1
301179,泽宇智能,48.16,1
300716,*ST泉为,28.0,1
300248,新开普,31.41,1
600377,宁沪高速,476.03,2
2046,国机精工,332.74,2
2191,劲嘉股份,52.74,1
300078,思创智联,32.4,1
688759,必贝特-U,16.77,1
601789,XD宁波建,44.12,1
60,中金岭南,288.23,2
600039,四川路桥,733.91,3
2916,深南电路,2832.09,4
600792,云煤能源,36.63,1
2480,新筑股份,38.92,1
2099,海翔药业,84.72,1
300721,怡达股份,39.04,1
603052,可川科技,130.55,2
2554,惠博普,40.27,1
601088,中国神华,6932.83,4
688077,大地熊,32.45,1
300189,神农种业,37.67,1
600825,新华传媒,51.3,1
688609,九联科技,51.85,1
688798,艾为电子,93.66,2
688778,厦钨新能,250.58,2
301393,昊帆生物,27.99,1
300457,赢合科技,125.06,2
300395,菲利华,528.69,3
403,派林生物,86.73,1
688697,纽威数控,89.96,1
688045,必易微,50.33,1
301468,博盈特焊,35.89,1
2795,永和智控,28.02,1
601198,东兴证券,445.43,2
600155,华创云信,118.42,2
300654,世纪天鸿,36.6,1
300745,欣锐科技,68.2,1
688512,慧智微-U,49.76,1
2810,山东赫达,66.68,1
3004,声迅股份,57.06,1
300683,海特生物,31.64,1
601238,广汽集团,383.21,2
2263,大东南,54.47,1
739,普洛药业,208.44,2
3035,南网能源,208.71,2
2546,新联电子,61.61,1
603113,金能科技,35.38,1
301487,盟固利,47.14,1
301027,华蓝集团,23.73,1
300676,华大基因,150.65,2
688351,微电生理,103.11,2
300979,华利集团,351.26,2
603323,苏农银行,89.7,1
721,西安饮食,28.69,1
2925,盈趣科技,164.49,2
300084,海默科技,54.16,1
2806,华锋股份,27.37,1
2930,宏川智慧,38.78,1
300523,辰安科技,45.46,1
676,智度股份,67.11,1
2833,弘亚数控,49.13,1
603139,康惠股份,40.79,1
688320,禾川科技,53.47,1
300359,全通教育,22.99,1
603686,福龙马,53.38,1
2335,科华数据,238.16,2
2238,天威视讯,45.02,1
300541,先进数通,39.69,1
688781,视涯科技-UW,18.36,1
605228,神通科技,68.28,1
603200,上海洗霸,68.28,1
2736,国信证券,966.05,3
300560,中富通,35.34,1
2537,海联金汇,62.63,1
2840,华统股份,62.54,1
600801,华新建材,230.77,2
802,北京文化,27.33,1
605056,咸亨国际,59.58,1
300832,新产业,297.7,2
688297,中无人机,284.04,2
506,招金黄金,127.6,2
688593,新相微,155.18,2
300277,汽轮科技,106.47,2
603103,横店影视,94.37,2
301029,怡合达,133.85,2
603598,引力传媒,44.83,1
688007,光峰科技,54.0,1
29,深深房Ａ,201.69,2
300310,宜通世纪,28.69,1
603520,司太立,42.26,1
59,华锦股份,64.94,1
2081,金 螳 螂,107.89,2
300720,海川智能,174.53,2
157,中联重科,513.26,3
300072,海新能科,79.27,1
300692,中赋科技,41.97,1
2907,华森制药,47.62,1
688197,首药控股-U,26.3,1
300870,欧陆通,417.59,2
300103,达刚控股,23.55,1
603166,福达股份,69.65,1
300190,维尔利,37.96,1
300222,科大智能,72.44,1
603595,ST东尼,69.5,1
978,桂林旅游,25.18,1
600734,*ST实达,37.68,1
2624,完美世界,208.0,2
300174,元力股份,84.17,1
2899,英派斯,30.12,1
688184,ST帕瓦,11.06,1
688590,新致软件,35.75,1
2036,联创电子,71.35,1
677,ST海龙,14.17,1
2785,万里石,70.49,1
301072,中捷精工,27.78,1
300197,节能铁汉,56.64,1
301071,力量钻石,144.72,2
301538,骏鼎达,19.37,1
300559,佳发教育,32.2,1
2315,焦点科技,61.94,1
609,*ST中迪,34.14,1
300751,迈为股份,514.91,3
2498,汉缆股份,202.27,2
2076,星光股份,22.41,1
301248,杰创智能,88.54,1
601016,节能风电,207.72,2
2560,通达股份,43.45,1
688615,合合信息,155.15,2
300188,国投智能,86.83,1
605168,三人行,94.49,2
300682,朗新科技,104.27,2
300055,万邦达,37.4,1
301228,实朴检测,88.51,1
300586,美联新材,62.92,1
300350,华鹏飞,19.0,1
603358,华达科技,190.02,2
605118,力鼎光电,137.46,2
300812,易天股份,40.55,1
2590,万安科技,47.27,1
2552,宝鼎科技,222.35,2
301045,天禄科技,64.84,1
605167,利柏特,81.84,1
2965,祥鑫科技,97.89,2
301603,乔锋智能,52.47,1
600201,生物股份,135.41,2
600398,海澜之家,268.96,2
948,南天信息,51.76,1
300120,经纬辉开,41.83,1
2668,TCL智家,113.61,2
632,ST三木,15.69,1
688116,天奈科技,135.18,2
301687,新广益,18.26,1
2962,五方光电,30.12,1
600389,江山股份,79.67,1
2667,*ST威领,26.62,1
300966,共同药业,23.1,1
600882,妙可蓝多,98.54,2
600538,国发股份,27.63,1
688235,百济神州,308.16,2
300841,康华生物,56.7,1
600730,*ST高科,60.72,1
300299,富春股份,34.94,1
2406,远东传动,39.2,1
601788,光大证券,585.22,3
688191,智洋创新,87.68,1
301617,博苑新材,37.01,1
600009,上海机场,467.37,2
688559,海目星,152.42,2
300057,万顺新材,58.09,1
2047,宝鹰股份,60.65,1
600316,洪都航空,205.17,2
750,国海证券,215.62,2
603386,骏亚科技,49.96,1
600838,上海九百,28.3,1
600967,内蒙一机,185.84,2
600873,梅花生物,226.02,2
600588,用友网络,330.42,2
758,中色股份,114.21,2
300232,洲明科技,44.9,1
603439,三力制药,48.38,1
688448,磁谷科技,59.02,1
2434,万里扬,78.68,1
35,中国天楹,105.94,2
300100,双林股份,141.61,2
2673,西部证券,290.97,2
300846,首都在线,88.85,1
603027,千禾味业,87.85,1
2372,伟星新材,117.37,2
603129,春风动力,386.79,2
688318,财富趋势,257.67,2
3013,地铁设计,61.62,1
955,欣龙控股,22.93,1
2735,王子新材,35.89,1
301356,天振股份,29.91,1
300980,祥源新材,30.06,1
688708,佳驰科技,71.6,1
300401,花园生物,88.77,1
968,蓝焰控股,60.47,1
56,*ST皇庭,18.98,1
301096,百诚医药,42.13,1
300959,线上线下,64.79,1
300768,迪普科技,67.77,1
600600,青岛啤酒,379.38,2
300651,金陵体育,17.49,1
2946,新乳业,118.42,2
600216,浙江医药,112.55,2
600158,中体产业,62.75,1
2067,景兴纸业,54.57,1
2352,顺丰控股,1527.83,4
2255,海陆重工,53.91,1
603459,红板科技,71.98,1
2891,中宠股份,87.23,1
300296,利亚德,122.07,2
509,华塑控股,34.45,1
600038,中直股份,169.98,2
2290,禾盛新材,203.99,2
300780,德恩精工,37.05,1
600683,京投发展,76.67,1
300020,ST银江,24.45,1
300002,神州泰岳,155.49,2
688313,仕佳光子,667.27,3
600458,时代新材,109.61,2
688143,长盈通,191.64,2
2268,电科网安,129.66,2
300533,冰川网络,41.34,1
600108,亚盛集团,56.85,1
2285,世联行,41.28,1
729,燕京啤酒,272.29,2
688073,毕得医药,48.21,1
2298,中电鑫龙,47.44,1
300047,天源迪科,54.58,1
300855,图南股份,93.19,2
300068,ST南都,39.35,1
600499,科达制造,276.75,2
2575,群兴玩具,28.46,1
600808,马钢股份,146.21,2
601881,中国银河,937.3,3
603991,领先股份,144.43,2
300493,润欣科技,69.96,1
2771,真视通,23.04,1
2213,大为股份,68.18,1
603861,白云电器,68.93,1
301408,华人健康,33.38,1
2443,金洲管道,48.84,1
777,中核科技,65.22,1
300820,英杰电气,75.46,1
600288,大恒科技,72.25,1
301238,瑞泰新材,127.45,2
776,广发证券,1284.13,4
408,藏格矿业,1087.25,4
2173,创新医疗,73.95,1
1205,盛航股份,22.16,1
2445,中南文化,65.55,1
2830,名雕股份,15.23,1
605366,宏柏新材,79.68,1
600021,上海电力,395.06,2
3006,百亚股份,58.67,1
2152,广电运通,254.92,2
301042,安联锐视,63.72,1
600185,珠免集团,84.45,1
592,平潭发展,117.01,2
603285,键邦股份,25.95,1
935,四川双马,203.69,2
600621,华鑫股份,142.37,2
300468,四方精创,106.33,2
688127,蓝特光学,321.07,2
688112,鼎阳科技,110.15,2
603011,合锻智能,121.63,2
2948,青岛银行,188.44,2
2793,罗欣药业,49.95,1
603818,曲美家居,23.69,1
301565,中仑新材,26.57,1
859,国风新材,77.23,1
301216,万凯新材,100.15,2
601059,信达证券,538.01,3
300866,安克创新,325.79,2
603477,巨星农牧,79.83,1
300219,鸿利智汇,53.7,1
2452,长高电气,57.9,1
688678,福立旺,85.18,1
301155,海力风电,50.54,1
603328,依顿电子,108.73,2
2607,中公教育,105.33,2
2134,天津普林,67.47,1
300157,新锦动力,28.05,1
688172,燕东微,938.86,3
908,石药景峰,59.38,1
300093,金刚光伏,48.99,1
501,武商集团,52.78,1
300938,信测标准,127.48,2
1257,盛龙股份,34.46,1
603590,康辰药业,50.52,1
600490,鹏欣资源,117.76,2
688779,五矿新能,144.31,2
155,川能动力,201.23,2
600403,大有能源,117.39,2
688327,云从科技-UW,101.02,2
2366,融发核电,97.51,2
600095,湘财股份,213.3,2
601877,正泰电器,521.98,3
300287,飞利信,51.15,1
688319,欧林生物,179.92,2
600763,通策医疗,153.6,2
2388,新亚制程,22.73,1
