股票代码,名称,流通市值,市值分位
600252,中恒集团,62.73,1
301079,邵阳液压,25.62,1
688408,中信博,60.11,1
601128,常熟银行,220.71,2
601011,宝泰隆,50.77,1
2831,裕同科技,206.62,2
688610,埃科光电,92.55,2
2218,拓日新能,51.76,1
600871,石化油服,284.49,2
688365,光云科技,68.34,1
603610,麒盛科技,51.78,1
605100,华丰股份,84.81,1
2405,四维图新,157.13,2
600562,国睿科技,264.64,2
603020,爱普股份,52.7,1
603456,九洲药业,130.23,2
688808,联讯仪器,402.32,2
2334,英威腾,51.67,1
605189,富春染织,33.28,1
300668,杰恩股份,56.62,1
301225,恒勃股份,27.93,1
301076,新瀚新材,37.53,1
603662,柯力传感,179.28,2
688286,敏芯股份,52.33,1
600708,光明地产,73.88,1
300755,华致酒行,47.78,1
301528,多浦乐,33.41,1
603313,梦百合,41.42,1
2807,江阴银行,104.36,2
300558,贝达药业,276.21,2
688439,振华风光,92.9,2
603123,翠微股份,53.23,1
301618,长联科技,20.5,1
601890,亚星锚链,80.49,1
688218,江苏北人,54.39,1
2675,东诚药业,95.38,2
300932,三友联众,30.93,1
600280,中央商场,30.69,1
688510,航亚科技,64.62,1
603599,广信股份,88.21,1
600022,山东钢铁,138.02,2
2084,海鸥住工,24.49,1
2033,丽江股份,45.94,1
301199,迈赫股份,35.92,1
600517,国网英大,269.34,2
600663,陆家嘴,207.96,2
300311,ST任子行,29.4,1
603416,信捷电气,79.5,1
688591,泰凌微,58.66,1
603077,和邦生物,190.76,2
2225,濮耐股份,40.98,1
600523,贵航股份,45.98,1
876,新 希 望,321.3,2
601005,重庆钢铁,98.1,2
603198,迎驾贡酒,258.48,2
600556,天下秀,80.63,1
300907,康平科技,49.56,1
600179,安通控股,173.8,2
600736,XD苏州高,80.25,1
2309,中利集团,62.08,1
688192,迪哲医药-U,215.66,2
688160,步科股份,109.57,2
603693,江苏新能,104.57,2
600930,华电新能,151.16,2
300833,浩洋股份,29.17,1
2595,豪迈科技,527.26,3
300649,杭州园林,31.93,1
600117,西宁特钢,70.96,1
2716,湖南白银,184.36,2
2244,滨江集团,222.81,2
2935,天奥电子,89.83,1
688625,呈和科技,183.07,2
815,美利云,97.82,2
300385,ST雪浪,34.3,1
600251,冠农股份,67.99,1
603948,建业股份,37.37,1
688133,泰坦科技,33.33,1
601009,南京银行,1315.48,4
688558,国盛智科,45.46,1
831,中国稀土,507.48,3
301197,工大科雅,26.31,1
688029,南微医学,137.35,2
601222,林洋能源,111.04,2
600468,百利电气,57.11,1
2279,久其软件,45.74,1
623,吉林敖东,210.13,2
2100,天康生物,88.06,1
2698,博实股份,105.43,2
2180,奔图科技,224.99,2
2214,*ST大立,62.77,1
603324,盛剑科技,60.18,1
603082,北自科技,15.19,1
301297,富乐德,169.4,2
603980,吉华集团,40.81,1
688562,航天软件,60.96,1
600728,佳都科技,91.49,2
601607,上海医药,449.9,2
301286,侨源股份,82.74,1
300773,拉卡拉,153.78,2
2111,威海广泰,45.26,1
300765,石药创新,543.58,3
300758,七彩化学,39.79,1
2092,中泰化学,100.45,2
688011,新光光电,62.47,1
600880,博瑞传播,42.63,1
601828,美凯龙,76.94,1
2875,安奈儿,24.7,1
2006,精工科技,76.88,1
600502,安徽建工,77.42,1
2007,华兰生物,201.41,2
601000,唐山港,246.52,2
301039,中集车辆,101.23,2
300921,南凌科技,26.32,1
301053,远信工业,51.07,1
2541,鸿路钢构,97.55,2
554,泰山石油,21.31,1
605389,长龄液压,157.02,2
600962,国投中鲁,64.58,1
601117,中国化学,449.91,2
300488,恒锋工具,65.08,1
688166,博瑞医药,135.92,2
558,天府文旅,42.14,1
301231,荣信文化,16.75,1
600710,苏美达,130.02,2
300853,申昊科技,27.4,1
2601,龙佰集团,318.02,2
603099,XD长白山,95.43,2
2139,拓邦股份,105.18,2
301222,浙江恒威,31.18,1
2229,鸿博股份,49.41,1
688326,经纬恒润-W,77.43,1
600058,五矿发展,121.98,2
600189,泉阳泉,50.64,1
2748,世龙实业,26.93,1
300099,尤洛卡,36.59,1
657,中钨高新,1085.48,4
301667,纳百川,15.05,1
600199,金种子酒,42.49,1
785,居然智家,121.89,2
600279,重庆港,46.88,1
2547,*ST春兴,27.95,1
600273,嘉化能源,86.02,1
301307,美利信,102.3,2
2328,新朋股份,41.9,1
600797,XD浙大网,66.58,1
688355,明志科技,26.03,1
2373,千方科技,99.88,2
301007,德迈仕,46.61,1
2839,张家港行,99.88,2
2223,鱼跃医疗,245.18,2
2125,湘潭电化,74.03,1
688231,隆达股份,117.83,2
600908,无锡银行,103.56,2
153,丰原药业,25.19,1
3816,中国广核,1518.34,4
2385,大北农,103.91,2
600578,京能电力,394.31,2
600651,飞乐音响,141.65,2
688272,富吉瑞,27.19,1
600380,健康元,183.49,2
600488,津药药业,60.93,1
600693,东百集团,70.99,1
300484,蓝海华腾,22.96,1
300696,爱乐达,62.9,1
603885,吉祥航空,222.97,2
300802,矩子科技,41.2,1
603288,海天味业,1875.03,4
600313,农发种业,56.82,1
600255,鑫科材料,54.73,1
300510,金冠股份,26.31,1
300259,新天科技,61.43,1
600452,涪陵电力,139.67,2
300185,通裕重工,105.39,2
2350,北京科锐,78.2,1
2054,德美化工,26.96,1
1395,亚联机械,14.89,1
300341,麦克奥迪,64.88,1
2713,*ST东易,57.76,1
2927,泰永长征,38.18,1
601360,三六零,634.16,3
711,ST京蓝,127.16,2
2324,普利特,81.35,1
301520,万邦医药,14.77,1
1979,招商蛇口,556.98,3
688059,华锐精密,156.37,2
688023,安恒信息,38.58,1
688767,博拓生物,55.52,1
603701,德宏股份,56.25,1
712,锦龙股份,76.67,1
603658,安图生物,175.88,2
1280,中国铀业,107.82,2
600506,统一股份,35.05,1
300887,谱尼测试,25.86,1
600138,中青旅,49.58,1
300575,中旗股份,17.73,1
600761,安徽合力,145.18,2
688551,科威尔,59.18,1
1311,多利科技,31.88,1
2998,优彩资源,19.29,1
2389,航天彩虹,181.29,2
300410,正业科技,31.09,1
531,穗恒运Ａ,51.49,1
565,渝三峡Ａ,25.37,1
731,四川美丰,31.83,1
300912,凯龙高科,21.6,1
600715,文投控股,44.65,1
2542,*ST中岩,24.45,1
601326,秦港股份,155.57,2
600408,安泰集团,25.07,1
603927,中科软,108.04,2
300611,美力科技,35.74,1
300414,中光防雷,33.74,1
2301,齐心集团,59.23,1
603466,风语筑,69.0,1
801,四川九洲,119.58,2
601168,西部矿业,725.39,3
301047,义翘神州,83.79,1
301078,孩子王,84.9,1
603130,云中马,53.07,1
629,钒钛股份,287.07,2
300554,三超新材,18.3,1
300465,高伟达,47.57,1
605068,明新旭腾,26.73,1
603707,健友股份,121.01,2
603175,超颖电子,36.84,1
300123,ST亚光,39.76,1
300504,天邑股份,36.19,1
600166,福田汽车,250.98,2
601975,招商南油,161.0,2
601963,重庆银行,199.13,2
2195,岩山科技,356.04,2
2392,北京利尔,85.31,1
2356,赫美集团,36.98,1
603733,仙鹤股份,154.82,2
2194,武汉凡谷,45.77,1
688188,柏楚电子,411.64,2
300416,苏试试验,93.62,2
300641,正丹股份,76.57,1
601928,凤凰传媒,232.35,2
601155,新城控股,244.28,2
688053,ST思科瑞,40.36,1
688210,统联精密,58.9,1
601996,丰林集团,25.0,1
600006,东风股份,105.4,2
2960,青鸟智控,81.23,1
600820,隧道股份,169.47,2
301282,金禄电子,44.99,1
688325,赛微微电,101.11,2
601002,晋亿实业,42.09,1
2958,青农商行,151.76,2
665,湖北广电,43.67,1
603355,莱克电气,162.62,2
300234,开尔新材,33.92,1
603607,京华激光,42.06,1
600258,首旅酒店,125.51,2
600004,白云机场,177.03,2
688186,广大特材,42.55,1
600567,山鹰国际,85.78,1
567,海德股份,116.33,2
600015,华夏银行,1043.25,4
600527,江南高纤,36.37,1
300922,天秦装备,21.96,1
813,德展健康,67.73,1
300483,首华燃气,67.85,1
601865,福莱特,184.97,2
1282,三联锻造,26.3,1
2250,联化科技,128.34,2
1289,龙源电力,789.57,3
600571,信雅达,44.91,1
3007,直真科技,28.16,1
600741,华域汽车,503.17,3
300963,中洲特材,40.67,1
600261,阳光照明,39.38,1
603697,有友食品,44.05,1
300562,乐心医疗,23.92,1
603949,雪龙集团,39.69,1
603979,金诚信,407.02,2
600649,城投控股,89.41,1
2896,中大力德,149.3,2
301595,太力科技,17.51,1
2005,ST德豪,42.22,1
300695,兆丰股份,56.96,1
2174,游族网络,124.76,2
839,国安股份,96.82,2
600576,祥源文旅,38.37,1
688607,康众医疗,37.86,1
300601,康泰生物,106.7,2
300987,川网传媒,21.97,1
603232,格尔软件,34.65,1
1215,千味央厨,33.65,1
301132,满坤科技,38.86,1
504,南华生物,26.53,1
600300,维维股份,48.03,1
603303,得邦照明,118.28,2
600116,三峡水利,109.76,2
600539,狮头股份,39.56,1
888,峨眉山Ａ,48.74,1
300836,佰奥智能,43.58,1
300024,机器人,255.6,2
300210,森远股份,42.51,1
600309,万华化学,2150.95,4
600409,三友化工,113.75,2
2108,沧州明珠,67.57,1
2264,新 华 都,38.83,1
300067,安诺其,45.27,1
600619,海立股份,109.46,2
688088,虹软科技,143.46,2
688682,霍莱沃,38.8,1
2553,南方精工,40.48,1
300615,欣天科技,14.8,1
603181,皇马科技,81.65,1
301012,扬电科技,46.56,1
524,岭南控股,66.13,1
830,鲁西化工,223.55,2
605208,永茂泰,62.23,1
166,申万宏源,1016.35,4
603596,伯特利,231.14,2
300441,鲍斯股份,42.06,1
603956,威派格,33.91,1
603660,苏州科达,60.01,1
600779,水井坊,134.55,2
600812,华北制药,79.1,1
2892,科力尔,46.1,1
2550,千红制药,64.66,1
600509,天富能源,101.98,2
688020,方邦股份,159.07,2
603722,阿科力,35.85,1
582,北部湾港,240.7,2
688095,福昕软件,55.68,1
601577,长沙银行,359.85,2
600507,方大特钢,93.45,2
688230,芯导科技,87.38,1
600771,广誉远,69.65,1
2608,江苏国信,258.04,2
603997,继峰股份,144.53,2
603518,锦泓集团,26.87,1
545,金浦钛业,26.41,1
2512,ST达华,39.07,1
300490,华自科技,48.13,1
603016,新宏泰,45.69,1
603936,博敏电子,122.17,2
603033,三维股份,84.04,1
301502,华阳智能,15.99,1
300972,万辰集团,352.07,2
603725,XD天安新,41.58,1
600927,永安期货,187.54,2
600503,华丽家族,33.01,1
601156,东航物流,155.48,2
600512,腾达建设,31.11,1
601177,杭齿前进,55.61,1
600935,华塑股份,78.57,1
2226,江南化工,118.67,2
601952,苏垦农发,106.66,2
603897,长城科技,57.86,1
688586,江航装备,87.84,1
603809,豪能股份,83.84,1
300176,鸿特科技,19.13,1
300444,双杰电气,70.84,1
300809,华辰装备,38.71,1
688600,皖仪科技,38.5,1
1308,康冠科技,92.62,2
2853,皮阿诺,28.7,1
300327,中颖电子,97.66,2
2455,百川股份,44.34,1
2233,塔牌集团,87.65,1
300098,高新兴,69.38,1
688515,裕太微-U,102.03,2
2647,仁东控股,118.28,2
301080,百普赛斯,63.93,1
301093,华兰股份,168.4,2
601616,广电电气,28.77,1
2127,南极电商,56.25,1
2383,合众思壮,52.86,1
300461,田中精机,51.27,1
300986,志特新材,68.35,1
2586,ST围海,42.96,1
600328,中盐化工,87.54,1
603338,浙江鼎力,258.24,2
1386,马可波罗,15.41,1
301256,华融化学,53.66,1
688560,明冠新材,22.75,1
600982,宁波能源,51.97,1
300894,火星人,36.26,1
300471,厚普股份,34.38,1
688259,创耀科技,42.26,1
600807,济高发展,19.12,1
61,农 产 品,101.38,2
603051,鹿山新材,36.98,1
2725,跃岭股份,28.71,1
600572,康恩贝,104.31,2
600299,XD安迪苏,243.3,2
603565,中谷物流,208.33,2
688084,晶品特装,36.88,1
301257,普蕊斯,37.8,1
301267,华厦眼科,97.14,2
301193,家联科技,32.84,1
2073,软控股份,53.03,1
600511,国药股份,148.63,2
709,河钢股份,204.64,2
688283,坤恒顺维,40.38,1
600841,动力新科,66.13,1
600060,海信视像,350.4,2
603128,华贸物流,68.07,1
688211,中科微至,47.1,1
601218,吉鑫科技,40.6,1
998,隆平高科,102.92,2
605588,冠石科技,43.18,1
300491,通合科技,50.64,1
688119,中钢洛耐,49.27,1
301558,三态股份,13.7,1
688009,中国通号,430.19,2
603032,德新科技,49.84,1
301099,雅创电子,85.83,1
718,苏宁环球,41.53,1
688289,圣湘生物,86.85,1
300449,汉邦高科,26.87,1
1283,豪鹏科技,46.22,1
301563,云汉芯城,29.58,1
2376,新北洋,47.62,1
688219,会通股份,63.04,1
2363,隆基机械,26.03,1
603583,捷昌驱动,89.83,1
603969,银龙股份,65.16,1
2082,ST万邦,69.79,1
688622,*ST禾信,79.85,1
301189,奥尼电子,84.99,1
301592,六九一二,29.15,1
601528,瑞丰银行,84.62,1
600751,海航科技,73.08,1
300324,旋极信息,68.06,1
688228,开普云,51.55,1
600881,亚泰集团,48.48,1
600717,天津港,116.92,2
601568,北元化工,136.64,2
301479,弘景光电,40.81,1
600212,绿能慧充,26.72,1
603817,海峡环保,30.56,1
688577,浙海德曼,78.24,1
2297,博云新材,137.72,2
600008,首创环保,206.27,2
600955,维远股份,80.14,1
301665,泰禾股份,24.22,1
2659,凯文教育,23.69,1
300044,*ST赛为,41.13,1
688339,亿华通-U,37.3,1
300009,安科生物,101.25,2
300527,ST应急,77.88,1
886,海南高速,41.85,1
688282,理工导航,57.23,1
2855,捷荣技术,23.32,1
890,法尔胜,30.96,1
600713,南京医药,65.65,1
600266,城建发展,84.69,1
301323,新莱福,55.4,1
688552,航天南湖,95.07,2
544,中原环保,68.91,1
2305,*ST南置,34.86,1
151,中成股份,28.76,1
600169,ST太重,67.33,1
301329,信音电子,12.44,1
603826,坤彩科技,147.49,2
301600,慧翰股份,26.69,1
603255,鼎际得,20.02,1
688639,华恒生物,41.04,1
2901,大博医疗,129.09,2
300634,彩讯股份,85.64,1
2871,伟隆股份,29.64,1
688076,ST诺泰,90.42,2
600231,凌钢股份,46.8,1
301230,泓博医药,50.44,1
2060,广东建工,49.07,1
688611,杭州柯林,103.03,2
603836,海程邦达,22.84,1
605099,共创草坪,129.03,2
300948,冠中生态,36.15,1
688655,迅捷兴,50.54,1
301118,恒光股份,24.53,1
600067,冠城新材,38.27,1
600335,国机汽车,73.78,1
300366,ST创意,25.36,1
301616,浙江华业,10.28,1
2390,信邦制药,53.59,1
603132,金徽股份,145.72,2
301265,华新科技,63.55,1
605258,协和电子,23.87,1
300039,上海凯宝,41.17,1
300256,星星科技,58.33,1
300597,吉大通信,19.59,1
601311,骆驼股份,89.16,1
301638,南网数字,55.83,1
300961,深水海纳,20.6,1
600098,广州发展,211.05,2
2801,微光股份,32.63,1
603335,迪生力,30.44,1
2206,海 利 得,55.39,1
300211,*ST亿通,22.83,1
300075,数字政通,53.81,1
600528,中铁工业,151.07,2
301275,汉朔科技,126.27,2
3040,楚天龙,47.79,1
301365,矩阵股份,44.61,1
603360,百傲化学,104.94,2
600848,上海临港,184.57,2
300048,合康新能,53.91,1
603373,安邦护卫,21.4,1
2416,爱施德,108.44,2
688363,华熙生物,172.01,2
300875,捷强装备,26.64,1
300834,星辉环材,76.59,1
603915,国茂股份,93.04,2
688081,兴图新科,39.53,1
300697,电工合金,46.04,1
2310,东方新能,94.58,2
2040,南 京 港,37.62,1
2757,南兴股份,50.77,1
2339,积成电子,32.07,1
600622,光大嘉宝,30.44,1
2362,汉王科技,32.16,1
600307,酒钢宏兴,88.31,1
300200,高盟新材,41.88,1
300387,富邦科技,20.2,1
2196,方正电机,58.41,1
300857,协创数据,1353.28,4
600161,天坛生物,238.87,2
2299,圣农发展,192.17,2
601500,通用股份,60.47,1
603567,珍宝岛,44.9,1
688785,恒运昌,50.78,1
1288,运机集团,35.37,1
600269,赣粤高速,94.82,2
301277,新天地,38.7,1
69,华侨城Ａ,116.59,2
301577,美信科技,11.61,1
2791,坚朗五金,33.03,1
2921,联诚精密,34.6,1
300246,宝莱特,31.87,1
2369,卓翼科技,30.35,1
2886,沃特股份,46.85,1
688663,新风光,115.25,2
600103,青山纸业,63.94,1
2181,粤 传 媒,103.24,2
2404,嘉欣丝绸,26.19,1
2003,伟星股份,85.96,1
300756,金马游乐,53.99,1
600354,敦煌种业,26.13,1
2936,郑州银行,118.8,2
300286,安科瑞,43.34,1
300688,创业黑马,38.96,1
301499,维科精密,9.86,1
600132,重庆啤酒,202.06,2
2737,葵花药业,73.18,1
603202,天有为,25.48,1
603890,春秋电子,102.41,2
2937,兴瑞科技,131.75,2
601588,北辰实业,43.89,1
600744,华银电力,113.13,2
601633,长城汽车,949.2,3
688182,灿勤科技,149.24,2
300026,红日药业,95.14,2
301559,中集环科,11.6,1
603075,热威股份,9.31,1
2474,榕基软件,30.62,1
601827,三峰环境,126.57,2
301368,丰立智能,51.28,1
301413,安培龙,52.61,1
2207,*ST准油,15.78,1
300849,锦盛新材,26.19,1
301176,逸豪新材,83.98,1
2124,天邦食品,45.56,1
600186,莲花控股,195.37,2
603257,中国瑞林,18.08,1
301035,润丰股份,168.15,2
603213,镇洋发展,64.33,1
601816,京沪高铁,2279.94,4
300913,兆龙互连,112.08,2
600461,洪城环境,115.45,2
300748,金力永磁,324.21,2
875,电投绿能,164.78,2
601033,永兴股份,31.99,1
300334,津膜科技,27.88,1
603528,多伦科技,42.0,1
605303,园林股份,36.42,1
600593,大连圣亚,49.46,1
300971,博亚精工,17.47,1
300628,亿联网络,249.92,2
716,黑芝麻,32.43,1
2708,光洋股份,58.38,1
300525,博思软件,46.99,1
688350,富淼科技,42.09,1
1218,丽臣实业,28.03,1
300371,汇中股份,13.9,1
300930,屹通新材,11.8,1
300920,润阳科技,28.82,1
300551,古鳌科技,31.94,1
300146,汤臣倍健,104.34,2
1210,金房能源,27.14,1
688618,三旺通信,31.12,1
600835,上海机电,173.24,2
300517,海波重科,12.52,1
300550,和仁科技,38.09,1
688356,键凯科技,47.19,1
600818,ST中路,13.59,1
959,首钢股份,253.35,2
603665,康隆达,42.73,1
600057,厦门象屿,120.32,2
301291,明阳电气,60.52,1
800,一汽解放,302.14,2
601279,英利汽车,48.21,1
688018,乐鑫科技,290.1,2
600368,五洲交通,58.11,1
300792,壹网壹创,53.03,1
2291,遥望科技,42.07,1
600153,建发股份,248.78,2
589,贵州轮胎,65.47,1
603383,顶点软件,55.55,1
600483,福能股份,287.47,2
300563,神宇股份,33.6,1
603679,华体科技,33.55,1
300761,立华股份,118.31,2
600262,北方股份,33.86,1
688038,中科通达,20.7,1
601188,龙江交通,36.94,1
688288,鸿泉技术,17.63,1
688718,唯赛勃,26.06,1
2062,宏润建设,84.8,1
529,广弘控股,26.21,1
2514,*ST宝馨,11.25,1
688070,纵横股份,33.77,1
300605,恒锋信息,11.74,1
603197,保隆科技,59.14,1
301177,迪阿股份,89.32,1
688816,易思维,10.81,1
301327,华宝新能,79.27,1
300665,飞鹿股份,20.58,1
601686,友发集团,74.12,1
2567,唐人神,51.68,1
688579,地纬智能,31.52,1
688696,极米科技,45.08,1
2483,润邦股份,44.26,1
601089,福元医药,83.04,1
2918,蒙娜丽莎,20.14,1
605333,沪光股份,77.17,1
2063,远光软件,91.82,2
603266,天龙股份,33.11,1
603959,ST百利,22.65,1
603035,常熟汽饰,39.53,1
2551,尚荣医疗,17.6,1
1366,播恩集团,17.96,1
68,华控赛格,27.38,1
601212,白银有色,365.8,2
300946,恒而达,30.03,1
688787,海天瑞声,77.38,1
300576,容大感光,101.15,2
300486,东杰智能,100.89,2
300333,兆日科技,25.74,1
300701,森霸传感,23.42,1
605507,国邦医药,117.98,2
2199,*ST东晶,27.64,1
301172,君逸数码,26.29,1
688455,科捷智能,28.65,1
301081,严牌股份,29.59,1
301138,华研精机,20.18,1
603332,苏州龙杰,22.11,1
600320,振华重工,135.72,2
600281,华阳新材,20.42,1
603978,深圳新星,48.38,1
722,湖南发展,51.06,1
688592,司南导航,15.44,1
753,漳州发展,44.32,1
498,山东路桥,70.58,1
300594,ST朗进,12.86,1
603095,越剑智能,34.48,1
600390,五矿资本,213.66,2
300080,易成新能,64.92,1
2511,中顺洁柔,88.3,1
688338,赛科希德,31.21,1
600787,中储股份,95.48,2
300451,创业慧康,52.06,1
300976,达瑞电子,83.51,1
2182,宝武镁业,111.13,2
688517,金冠电气,23.29,1
300902,国安达,19.48,1
300141,和顺电气,24.19,1
688613,奥精医疗,21.83,1
301166,优宁维,14.99,1
603816,顾家家居,181.44,2
2177,御银股份,36.18,1
2442,龙星科技,24.08,1
688293,XD奥浦迈,55.08,1
605186,健麾信息,44.58,1
688196,卓越新能,43.74,1
2568,百润股份,131.77,2
1213,中铁特货,153.33,2
603227,雪峰科技,76.2,1
2992,宝明科技,62.81,1
301226,祥明智能,33.3,1
600822,上海物贸,31.53,1
2338,奥普光电,131.83,2
1316,润贝航科,46.94,1
601860,紫金银行,88.43,1
2772,众兴菌业,47.27,1
900,现代投资,54.64,1
523,红棉股份,35.65,1
2320,海峡股份,142.64,2
603719,良品铺子,36.09,1
301085,亚康股份,35.97,1
989,九芝堂,56.64,1
586,汇源通信,23.48,1
680,山推股份,133.97,2
300307,慈星股份,53.75,1
301302,华如科技,33.62,1
600550,保变电气,200.54,2
688712,北芯生命,13.94,1
2391,长青股份,23.62,1
3005,竞业达,16.05,1
688118,普元信息,19.4,1
300613,富瀚微,149.76,2
601061,中信金属,522.34,3
603995,甬金股份,79.59,1
2933,新兴装备,30.94,1
877,天山股份,260.24,2
301383,天键股份,15.87,1
600843,上工申贝,34.53,1
603557,*ST起步,26.75,1
688606,奥泰生物,33.53,1
2570,贝因美,43.42,1
688125,安达智能,126.07,2
688768,容知日新,39.27,1
600626,申达股份,35.57,1
300242,佳云科技,28.36,1
2692,远程股份,27.13,1
2215,诺 普 信,71.28,1
701,厦门信达,31.25,1
300180,华峰超纤,68.68,1
600844,金煤科技,20.82,1
1236,弘业期货,52.99,1
300149,睿智医药,42.47,1
300161,华中数控,55.92,1
715,中兴商业,23.2,1
301513,尚水智能,11.41,1
2603,以岭药业,213.5,2
300772,运达股份,79.35,1
600228,返利科技,28.33,1
600295,鄂尔多斯,228.18,2
28,国药一致,106.33,2
600308,华泰股份,48.69,1
2577,雷柏科技,51.87,1
600998,九州通,252.63,2
2870,香山股份,48.75,1
600505,西昌电力,38.17,1
600526,菲达环保,37.19,1
2204,大连重工,100.43,2
2210,飞马国际,57.62,1
603165,荣晟环保,43.0,1
300172,中电环保,22.07,1
600653,申华控股,31.14,1
601333,广深铁路,165.61,2
300138,晨光生物,39.07,1
601330,绿色动力,68.64,1
603988,中电电机,38.13,1
600739,辽宁成大,153.75,2
300970,华绿生物,21.97,1
300818,耐普矿机,25.38,1
603899,晨光股份,196.44,2
2351,漫步者,48.88,1
301101,明月镜片,55.66,1
301213,观想科技,32.95,1
300703,创源股份,21.05,1
300513,恒实科技,20.25,1
2278,神开股份,27.41,1
688805,健信超导,14.29,1
688398,赛特新材,43.43,1
958,电投产融,287.47,2
603262,技源集团,9.88,1
301696,三瑞智能,37.66,1
600780,通宝能源,66.61,1
300230,永利股份,26.07,1
603344,星德胜,13.09,1
603042,华脉科技,25.51,1
603506,南都物业,18.21,1
1388,信通电子,22.67,1
603356,华菱精工,21.73,1
1325,元创股份,6.9,1
300880,迦南智能,39.14,1
688358,祥生医疗,37.28,1
603013,亚普股份,83.81,1
300135,宝利国际,28.85,1
2164,宁波东力,54.31,1
600020,中原高速,84.5,1
601399,国机重装,232.28,2
2803,吉宏股份,67.87,1
301033,迈普医学,31.51,1
300165,天瑞仪器,21.41,1
603289,泰瑞机器,24.5,1
2313,日海智能,30.06,1
300266,兴源环境,28.42,1
600874,创业环保,68.29,1
301087,可孚医疗,94.42,2
688215,瑞晟智能,34.85,1
300783,三只松鼠,45.97,1
301190,善水科技,22.35,1
2227,*ST特迅,15.89,1
603933,睿能科技,46.61,1
300858,科拓生物,28.62,1
600598,北大荒,211.9,2
300713,英可瑞,10.92,1
603279,景津装备,70.89,1
2722,物产金轮,26.91,1
603680,今创集团,77.74,1
598,兴蓉环境,200.5,2
300375,鹏翎股份,20.71,1
300884,狄耐克,22.2,1
301159,三维天地,15.9,1
300119,瑞普生物,51.95,1
301239,普瑞眼科,42.33,1
600720,中交设计,50.45,1
300148,天舟文化,26.54,1
600486,扬农化工,200.72,2
600665,天地源,26.53,1
300267,尔康制药,46.8,1
603505,金石资源,140.64,2
688109,品茗科技,59.82,1
600635,大众公用,105.22,2
300916,朗特智能,20.09,1
301439,泓淋电力,26.22,1
600633,浙数文化,133.53,2
2431,ST棕榈,23.97,1
301315,威士顿,33.43,1
600094,大名城,84.2,1
688583,思看科技,31.96,1
301168,通灵股份,38.26,1
600081,东风科技,51.27,1
300201,海伦哲,162.89,2
600791,京能置业,37.32,1
600698,湖南天雁,48.91,1
2462,嘉事堂,32.79,1
603396,金辰股份,34.35,1
600289,ST信通,32.65,1
688393,安必平,17.25,1
603025,大豪科技,149.74,2
300092,科新机电,23.99,1
600061,国投资本,415.61,2
2061,浙江交科,91.23,2
2312,川发龙蟒,154.28,2
2978,安宁股份,94.54,2
603728,鸣志电器,252.84,2
605098,行动教育,63.64,1
2120,韵达股份,189.18,2
301296,新巨丰,27.42,1
300508,维宏股份,38.72,1
300941,创识科技,17.03,1
300708,聚灿光电,56.44,1
301548,崇德科技,21.62,1
49,德赛电池,91.83,2
603214,爱婴室,17.41,1
300804,广康生化,8.82,1
603272,*ST联翔,22.88,1
2596,海南瑞泽,32.68,1
1376,百通能源,21.6,1
1367,海森药业,22.98,1
703,恒逸石化,522.07,3
626,远大控股,32.49,1
300470,中密控股,56.78,1
600180,*ST瑞茂,15.32,1
1226,拓山重工,15.41,1
300795,米奥会展,14.65,1
600373,中文传媒,91.49,2
2835,同为股份,14.71,1
1319,铭科精技,13.31,1
1287,中电港,235.8,2
600425,青松建化,53.44,1
2752,昇兴股份,60.19,1
600546,山煤国际,233.53,2
2942,新农股份,20.08,1
603917,合力科技,26.44,1
2972,科安达,22.84,1
301276,嘉曼服饰,18.26,1
301130,西点药业,14.67,1
300923,研奥股份,16.15,1
601801,皖新传媒,98.48,2
600628,新世界,37.84,1
2573,清新环境,43.8,1
615,*ST美谷,29.33,1
863,三湘印象,49.55,1
688062,迈威生物-U,73.38,1
688115,思林杰,51.32,1
603277,银都股份,63.35,1
2154,报 喜 鸟,43.42,1
600956,新天绿能,161.31,2
603866,桃李面包,61.59,1
300160,秀强股份,32.85,1
688195,腾景科技,288.86,2
2746,仙坛股份,37.75,1
603329,上海雅仕,20.45,1
301221,光庭信息,25.18,1
600782,新钢股份,81.79,1
603153,上海建科,54.23,1
600643,爱建集团,61.55,1
688114,华大智造,234.84,2
301203,国泰环保,17.05,1
600467,好当家,30.53,1
688659,元琛科技,16.19,1
1306,夏厦精密,8.48,1
301121,紫建电子,18.71,1
300996,普联软件,37.18,1
603926,铁流股份,39.36,1
428,华天酒店,31.69,1
603057,紫燕食品,91.92,2
600815,厦工股份,46.66,1
603284,林平发展,6.84,1
1965,招商公路,652.33,3
2888,惠威科技,13.85,1
2820,桂发祥,17.38,1
932,华菱钢铁,239.84,2
300823,建科智能,12.36,1
603194,中力股份,52.35,1
603668,天马科技,60.39,1
688229,博睿数据,33.97,1
600966,博汇纸业,65.51,1
300130,新国都,78.32,1
300539,横河精密,46.93,1
600903,贵州燃气,72.05,1
688208,道通科技,167.88,2
905,厦门港务,58.53,1
300443,金雷股份,47.71,1
600017,日照港,79.97,1
603041,美思德,19.1,1
300275,梅安森,21.93,1
2981,朝阳科技,24.84,1
688716,中研股份,24.6,1
300813,泰林生物,16.73,1
688513,苑东生物,98.63,2
566,海南海药,64.19,1
603577,汇金通,31.71,1
2482,广田集团,47.17,1
300572,安车检测,41.57,1
603611,诺力股份,43.87,1
2786,银宝山新,37.5,1
601618,中国中冶,458.81,2
